user_id,event_type,event_time
a8c60645-aef4-4b4e-aefb-65e242536c2f,GATE_OUT,2023-01-31T11:16:31.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,GATE_OUT,2023-01-31T11:27:26.000Z
2c4c1aa0-5dd6-4fc1-b474-6c2ed92dd43c,GATE_OUT,2023-01-31T11:35:06.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,GATE_IN,2023-01-31T12:06:30.000Z
2c4c1aa0-5dd6-4fc1-b474-6c2ed92dd43c,GATE_IN,2023-01-31T12:11:53.000Z
1fcdd2f5-13ed-4ee8-b4ec-706654e68472,gate_in,2023-01-31T12:29:02.000Z
2e5d8815-4e59-4302-99c0-6fc9593a2eef,gate_in,2023-01-31T12:42:20.000Z
tc83470b-61c3-48c5-9bf3-9d623942e2ec,GATE_IN,2023-01-31T12:43:34.000Z
bfa0f1f9-300e-41ad-bcff-0c3bd79595f1,GATE_OUT,2023-01-31T12:59:52.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_IN,2023-01-31T13:02:44.000Z
1fcdd2f5-13ed-4ee8-b4ec-706654e68472,GATE_OUT,2023-01-31T13:04:29.000Z
67e4c352-bda1-4289-b0a4-0e25f67af5f2,gate_in,2023-01-31T13:12:09.000Z
tc83470b-61c3-48c5-9bf3-9d623942e2ec,GATE_OUT,2023-01-31T13:18:57.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_OUT,2023-01-31T13:25:59.000Z
bfa0f1f9-300e-41ad-bcff-0c3bd79595f1,GATE_IN,2023-01-31T13:36:44.000Z
a8c60645-aef4-4b4e-aefb-65e242536c2f,GATE_IN,2023-01-31T13:45:18.000Z
2c4c1aa0-5dd6-4fc1-b474-6c2ed92dd43c,GATE_OUT,2023-01-31T13:45:30.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_OUT,2023-01-31T13:52:55.000Z
2e5d8815-4e59-4302-99c0-6fc9593a2eef,GATE_OUT,2023-01-31T14:08:29.000Z
67e4c352-bda1-4289-b0a4-0e25f67af5f2,GATE_OUT,2023-01-31T14:13:08.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_OUT,2023-01-31T14:16:57.000Z
bfa0f1f9-300e-41ad-bcff-0c3bd79595f1,GATE_OUT,2023-01-31T14:25:01.000Z
a8c60645-aef4-4b4e-aefb-65e242536c2f,GATE_OUT,2023-01-31T14:28:51.000Z
2c4c1aa0-5dd6-4fc1-b474-6c2ed92dd43c,GATE_IN,2023-01-31T14:32:11.000Z
1f55d290-49ff-4512-b1c1-ee92ec9680ab,GATE_OUT,2023-01-31T14:33:49.000Z
d22c03ba-00f7-4473-bc9d-61136643994f,GATE_IN,2023-01-31T14:39:19.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,gate_in,2023-01-31T14:54:39.000Z
tc83470b-61c3-48c5-9bf3-9d623942e2ec,GATE_IN,2023-01-31T14:55:09.000Z
0e581334-ccca-4141-9731-ddf544b1c549,gate_in,2023-01-31T15:01:06.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_OUT,2023-01-31T15:09:15.000Z
d22c03ba-00f7-4473-bc9d-61136643994f,gate_out,2023-01-31T15:10:38.000Z
tc83470b-61c3-48c5-9bf3-9d623942e2ec,GATE_OUT,2023-01-31T15:14:51.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_OUT,2023-01-31T15:27:22.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_IN,2023-01-31T15:33:27.000Z
d22c03ba-00f7-4473-bc9d-61136643994f,GATE_IN,2023-01-31T15:41:40.000Z
bfa0f1f9-300e-41ad-bcff-0c3bd79595f1,gate_in,2023-01-31T15:51:49.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_IN,2023-01-31T16:38:44.000Z
2e5d8815-4e59-4302-99c0-6fc9593a2eef,GATE_IN,2023-01-31T16:51:38.000Z
45887b17-5c63-410d-9ae3-e645743c3076,GATE_IN,2023-01-31T16:58:05.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,gate_out,2023-01-31T16:58:10.000Z
33c08c48-f50a-4c72-a975-f8572d65a8db,GATE_IN,2023-01-31T17:06:38.000Z
2e5d8815-4e59-4302-99c0-6fc9593a2eef,gate_out,2023-01-31T17:15:05.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,GATE_OUT,2023-01-31T17:23:49.000Z
bfa0f1f9-300e-41ad-bcff-0c3bd79595f1,gate_out,2023-01-31T17:30:22.000Z
1f55d290-49ff-4512-b1c1-ee92ec9680ab,GATE_IN,2023-01-31T17:32:38.000Z
tc83470b-61c3-48c5-9bf3-9d623942e2ec,GATE_IN,2023-01-31T17:38:17.000Z
45887b17-5c63-410d-9ae3-e645743c3076,GATE_OUT,2023-01-31T17:51:19.000Z
tc83470b-61c3-48c5-9bf3-9d623942e2ec,GATE_OUT,2023-01-31T18:08:07.000Z
33c08c48-f50a-4c72-a975-f8572d65a8db,GATE_OUT,2023-01-31T18:12:44.000Z
67e4c352-bda1-4289-b0a4-0e25f67af5f2,GATE_IN,2023-01-31T18:14:01.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_OUT,2023-01-31T18:15:34.000Z
1f55d290-49ff-4512-b1c1-ee92ec9680ab,GATE_OUT,2023-01-31T18:17:30.000Z
1fcdd2f5-13ed-4ee8-b4ec-706654e68472,GATE_IN,2023-01-31T18:29:15.000Z
33c08c48-f50a-4c72-a975-f8572d65a8db,GATE_IN,2023-01-31T18:30:59.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_IN,2023-01-31T18:32:17.000Z
1fcdd2f5-13ed-4ee8-b4ec-706654e68472,GATE_OUT,2023-01-31T18:38:02.000Z
45887b17-5c63-410d-9ae3-e645743c3076,GATE_IN,2023-01-31T18:42:00.000Z
33c08c48-f50a-4c72-a975-f8572d65a8db,GATE_OUT,2023-01-31T18:58:13.000Z
67e4c352-bda1-4289-b0a4-0e25f67af5f2,gate_out,2023-01-31T19:10:37.000Z
2c4c1aa0-5dd6-4fc1-b474-6c2ed92dd43c,GATE_OUT,2023-01-31T19:13:03.000Z
bfa0f1f9-300e-41ad-bcff-0c3bd79595f1,GATE_IN,2023-01-31T19:18:23.000Z
b12841ab-ad59-42bc-ad7c-8e9c97cb8fba,gate_out,2023-01-31T19:23:08.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_OUT,2023-01-31T19:50:08.000Z
1f55d290-49ff-4512-b1c1-ee92ec9680ab,GATE_IN,2023-01-31T19:51:14.000Z
45887b17-5c63-410d-9ae3-e645743c3076,GATE_OUT,2023-01-31T19:54:28.000Z
5dafb3b2-22aa-4039-a2f0-3cf711f84177,GATE_OUT,2023-01-31T20:00:13.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_IN,2023-01-31T20:10:42.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_OUT,2023-01-31T20:14:10.000Z
1f55d290-49ff-4512-b1c1-ee92ec9680ab,GATE_OUT,2023-01-31T20:26:01.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_IN,2023-01-31T20:27:11.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_OUT,2023-01-31T20:31:47.000Z
b12841ab-ad59-42bc-ad7c-8e9c97cb8fba,GATE_IN,2023-01-31T20:43:23.000Z
d22c03ba-00f7-4473-bc9d-61136643994f,GATE_OUT,2023-01-31T20:53:58.000Z
bfa0f1f9-300e-41ad-bcff-0c3bd79595f1,GATE_OUT,2023-01-31T20:54:26.000Z
b12841ab-ad59-42bc-ad7c-8e9c97cb8fba,GATE_OUT,2023-01-31T21:15:43.000Z
2e5d8815-4e59-4302-99c0-6fc9593a2eef,GATE_IN,2023-02-01T08:01:28.000Z
a59f9f64-2937-40e6-bc28-e43fbab63a65,GATE_IN,2023-02-01T08:08:51.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,GATE_IN,2023-02-01T08:29:47.000Z
6ecc43f1-87f4-4a10-b9b9-4447a5d0bc22,GATE_IN,2023-02-01T08:52:08.000Z
36ca1a7a-a927-4838-bb36-4fcd974014c9,GATE_IN,2023-02-01T09:01:54.000Z
6ecc43f1-87f4-4a10-b9b9-4447a5d0bc22,gate_out,2023-02-01T09:02:40.000Z
6ecc43f1-87f4-4a10-b9b9-4447a5d0bc22,gate_in,2023-02-01T09:05:07.000Z
a59f9f64-2937-40e6-bc28-e43fbab63a65,GATE_OUT,2023-02-01T09:19:49.000Z
p3b4e81f-79de-4937-ba87-aec8e7e731af,GATE_IN,2023-02-01T09:21:39.000Z
8ee31b32-9b50-47da-8927-801a62348cb5,GATE_IN,2023-02-01T09:23:30.000Z
d22c03ba-00f7-4473-bc9d-61136643994f,GATE_IN,2023-02-01T10:03:12.000Z
1f55d290-49ff-4512-b1c1-ee92ec9680ab,GATE_IN,2023-02-01T10:11:35.000Z
bfa0f1f9-300e-41ad-bcff-0c3bd79595f1,GATE_IN,2023-02-01T10:11:51.000Z
d22c03ba-00f7-4473-bc9d-61136643994f,GATE_OUT,2023-02-01T10:28:07.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_IN,2023-02-01T10:34:28.000Z
2e5d8815-4e59-4302-99c0-6fc9593a2eef,GATE_OUT,2023-02-01T10:38:04.000Z
bfa0f1f9-300e-41ad-bcff-0c3bd79595f1,gate_out,2023-02-01T10:40:58.000Z
8ee31b32-9b50-47da-8927-801a62348cb5,GATE_OUT,2023-02-01T10:42:49.000Z
5dafb3b2-22aa-4039-a2f0-3cf711f84177,gate_in,2023-02-01T11:07:01.000Z
6ecc43f1-87f4-4a10-b9b9-4447a5d0bc22,GATE_OUT,2023-02-01T11:32:53.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_IN,2023-02-01T11:38:27.000Z
a8c60645-aef4-4b4e-aefb-65e242536c2f,GATE_IN,2023-02-01T11:42:52.000Z
67e4c352-bda1-4289-b0a4-0e25f67af5f2,GATE_IN,2023-02-01T11:46:07.000Z
8ee31b32-9b50-47da-8927-801a62348cb5,GATE_IN,2023-02-01T11:47:51.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,GATE_OUT,2023-02-01T11:49:51.000Z
a59f9f64-2937-40e6-bc28-e43fbab63a65,GATE_IN,2023-02-01T11:50:13.000Z
tc83470b-61c3-48c5-9bf3-9d623942e2ec,GATE_IN,2023-02-01T12:02:01.000Z
bfa0f1f9-300e-41ad-bcff-0c3bd79595f1,GATE_IN,2023-02-01T12:03:38.000Z
0e581334-ccca-4141-9731-ddf544b1c549,gate_out,2023-02-01T12:09:01.000Z
8ee31b32-9b50-47da-8927-801a62348cb5,GATE_OUT,2023-02-01T12:11:55.000Z
f85a9fe3-1744-4181-b81c-a8f93df57f02,GATE_IN,2023-02-01T12:32:19.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_IN,2023-02-01T12:53:45.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_OUT,2023-02-01T12:59:22.000Z
5dafb3b2-22aa-4039-a2f0-3cf711f84177,gate_out,2023-02-01T12:59:49.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_IN,2023-02-01T13:05:51.000Z
a8c60645-aef4-4b4e-aefb-65e242536c2f,GATE_OUT,2023-02-01T13:19:26.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,GATE_IN,2023-02-01T13:22:48.000Z
a59f9f64-2937-40e6-bc28-e43fbab63a65,GATE_OUT,2023-02-01T13:32:44.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_OUT,2023-02-01T13:34:51.000Z
d22c03ba-00f7-4473-bc9d-61136643994f,GATE_IN,2023-02-01T13:39:15.000Z
1f55d290-49ff-4512-b1c1-ee92ec9680ab,GATE_OUT,2023-02-01T13:39:20.000Z
a59f9f64-2937-40e6-bc28-e43fbab63a65,GATE_IN,2023-02-01T13:41:50.000Z
a8c60645-aef4-4b4e-aefb-65e242536c2f,GATE_IN,2023-02-01T13:49:32.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_IN,2023-02-01T13:55:49.000Z
a8c60645-aef4-4b4e-aefb-65e242536c2f,GATE_OUT,2023-02-01T13:56:14.000Z
d22c03ba-00f7-4473-bc9d-61136643994f,GATE_OUT,2023-02-01T14:13:36.000Z
p3b4e81f-79de-4937-ba87-aec8e7e731af,GATE_OUT,2023-02-01T14:25:46.000Z
f85a9fe3-1744-4181-b81c-a8f93df57f02,gate_out,2023-02-01T14:34:23.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,GATE_OUT,2023-02-01T14:36:19.000Z
a59f9f64-2937-40e6-bc28-e43fbab63a65,GATE_OUT,2023-02-01T14:43:03.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,gate_in,2023-02-01T14:50:24.000Z
6ecc43f1-87f4-4a10-b9b9-4447a5d0bc22,GATE_IN,2023-02-01T14:51:45.000Z
2e5d8815-4e59-4302-99c0-6fc9593a2eef,GATE_IN,2023-02-01T14:54:42.000Z
tc83470b-61c3-48c5-9bf3-9d623942e2ec,GATE_OUT,2023-02-01T15:10:00.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_OUT,2023-02-01T15:17:41.000Z
a59f9f64-2937-40e6-bc28-e43fbab63a65,GATE_IN,2023-02-01T15:24:04.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_OUT,2023-02-01T15:56:56.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_IN,2023-02-01T16:16:38.000Z
d22c03ba-00f7-4473-bc9d-61136643994f,GATE_IN,2023-02-01T16:18:19.000Z
6ecc43f1-87f4-4a10-b9b9-4447a5d0bc22,GATE_OUT,2023-02-01T16:19:28.000Z
2e5d8815-4e59-4302-99c0-6fc9593a2eef,GATE_OUT,2023-02-01T16:20:22.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,gate_out,2023-02-01T16:31:09.000Z
67e4c352-bda1-4289-b0a4-0e25f67af5f2,GATE_OUT,2023-02-01T16:37:31.000Z
36ca1a7a-a927-4838-bb36-4fcd974014c9,GATE_OUT,2023-02-01T16:55:32.000Z
1f55d290-49ff-4512-b1c1-ee92ec9680ab,GATE_IN,2023-02-01T17:08:27.000Z
2e5d8815-4e59-4302-99c0-6fc9593a2eef,GATE_IN,2023-02-01T17:15:41.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_IN,2023-02-01T17:20:05.000Z
36ca1a7a-a927-4838-bb36-4fcd974014c9,GATE_IN,2023-02-01T17:24:36.000Z
p3b4e81f-79de-4937-ba87-aec8e7e731af,GATE_IN,2023-02-01T18:05:46.000Z
1f55d290-49ff-4512-b1c1-ee92ec9680ab,GATE_OUT,2023-02-01T18:09:47.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_IN,2023-02-01T18:10:24.000Z
5dafb3b2-22aa-4039-a2f0-3cf711f84177,GATE_IN,2023-02-01T18:13:12.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,gate_in,2023-02-01T18:27:42.000Z
36ca1a7a-a927-4838-bb36-4fcd974014c9,GATE_OUT,2023-02-01T18:33:40.000Z
bfa0f1f9-300e-41ad-bcff-0c3bd79595f1,gate_out,2023-02-01T18:39:58.000Z
8ee31b32-9b50-47da-8927-801a62348cb5,GATE_IN,2023-02-01T18:52:03.000Z
36ca1a7a-a927-4838-bb36-4fcd974014c9,GATE_IN,2023-02-01T18:57:29.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_OUT,2023-02-01T19:06:22.000Z
p3b4e81f-79de-4937-ba87-aec8e7e731af,GATE_OUT,2023-02-01T19:32:23.000Z
b12841ab-ad59-42bc-ad7c-8e9c97cb8fba,gate_in,2023-02-01T19:37:03.000Z
36ca1a7a-a927-4838-bb36-4fcd974014c9,GATE_OUT,2023-02-01T19:46:11.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_OUT,2023-02-01T19:47:36.000Z
2e5d8815-4e59-4302-99c0-6fc9593a2eef,GATE_OUT,2023-02-01T20:20:26.000Z
1f55d290-49ff-4512-b1c1-ee92ec9680ab,GATE_IN,2023-02-01T20:22:04.000Z
5dafb3b2-22aa-4039-a2f0-3cf711f84177,GATE_OUT,2023-02-01T20:24:14.000Z
d22c03ba-00f7-4473-bc9d-61136643994f,gate_out,2023-02-01T20:26:22.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,GATE_OUT,2023-02-01T20:28:32.000Z
p3b4e81f-79de-4937-ba87-aec8e7e731af,GATE_IN,2023-02-01T20:35:49.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,GATE_IN,2023-02-01T20:53:52.000Z
8ee31b32-9b50-47da-8927-801a62348cb5,GATE_OUT,2023-02-01T20:55:40.000Z
a59f9f64-2937-40e6-bc28-e43fbab63a65,GATE_OUT,2023-02-01T20:57:19.000Z
1f55d290-49ff-4512-b1c1-ee92ec9680ab,GATE_OUT,2023-02-01T20:59:34.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,GATE_OUT,2023-02-01T21:12:42.000Z
b12841ab-ad59-42bc-ad7c-8e9c97cb8fba,GATE_OUT,2023-02-01T21:17:48.000Z
tc83470b-61c3-48c5-9bf3-9d623942e2ec,GATE_IN,2023-02-01T21:19:14.000Z
tc83470b-61c3-48c5-9bf3-9d623942e2ec,GATE_OUT,2023-02-01T21:48:14.000Z
p3b4e81f-79de-4937-ba87-aec8e7e731af,GATE_OUT,2023-02-01T21:52:07.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_OUT,2023-02-01T21:59:57.000Z
b12841ab-ad59-42bc-ad7c-8e9c97cb8fba,GATE_IN,2023-02-02T08:06:50.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_IN,2023-02-02T08:10:51.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_IN,2023-02-02T08:20:16.000Z
8ee31b32-9b50-47da-8927-801a62348cb5,GATE_IN,2023-02-02T08:26:49.000Z
abce78a1-f8e6-4e9b-aafe-9786846e089e,gate_in,2023-02-02T08:29:58.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_IN,2023-02-02T08:34:42.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,GATE_IN,2023-02-02T08:44:24.000Z
5dafb3b2-22aa-4039-a2f0-3cf711f84177,gate_in,2023-02-02T09:09:22.000Z
p3b4e81f-79de-4937-ba87-aec8e7e731af,GATE_IN,2023-02-02T09:11:33.000Z
67e4c352-bda1-4289-b0a4-0e25f67af5f2,GATE_IN,2023-02-02T09:16:24.000Z
b12841ab-ad59-42bc-ad7c-8e9c97cb8fba,GATE_OUT,2023-02-02T09:16:50.000Z
8ee31b32-9b50-47da-8927-801a62348cb5,GATE_OUT,2023-02-02T09:18:25.000Z
p3b4e81f-79de-4937-ba87-aec8e7e731af,GATE_OUT,2023-02-02T09:24:11.000Z
98ea63ee-bba1-4ea5-8ada-1d0a2dd1f6fd,GATE_IN,2023-02-02T09:39:11.000Z
2e5d8815-4e59-4302-99c0-6fc9593a2eef,GATE_IN,2023-02-02T09:39:16.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_OUT,2023-02-02T09:45:57.000Z
1fcdd2f5-13ed-4ee8-b4ec-706654e68472,GATE_IN,2023-02-02T09:46:16.000Z
1fcdd2f5-13ed-4ee8-b4ec-706654e68472,GATE_OUT,2023-02-02T09:51:16.000Z
abce78a1-f8e6-4e9b-aafe-9786846e089e,GATE_OUT,2023-02-02T09:59:54.000Z
98ea63ee-bba1-4ea5-8ada-1d0a2dd1f6fd,GATE_OUT,2023-02-02T10:12:42.000Z
bfa0f1f9-300e-41ad-bcff-0c3bd79595f1,GATE_IN,2023-02-02T10:13:36.000Z
p3b4e81f-79de-4937-ba87-aec8e7e731af,GATE_IN,2023-02-02T10:22:49.000Z
67e4c352-bda1-4289-b0a4-0e25f67af5f2,GATE_OUT,2023-02-02T10:29:02.000Z
5dafb3b2-22aa-4039-a2f0-3cf711f84177,gate_out,2023-02-02T10:32:50.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_OUT,2023-02-02T10:34:48.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_IN,2023-02-02T10:39:01.000Z
a8c60645-aef4-4b4e-aefb-65e242536c2f,GATE_IN,2023-02-02T10:57:32.000Z
5dafb3b2-22aa-4039-a2f0-3cf711f84177,GATE_IN,2023-02-02T11:17:46.000Z
45887b17-5c63-410d-9ae3-e645743c3076,GATE_IN,2023-02-02T11:24:41.000Z
6ecc43f1-87f4-4a10-b9b9-4447a5d0bc22,GATE_IN,2023-02-02T11:27:55.000Z
67e4c352-bda1-4289-b0a4-0e25f67af5f2,GATE_IN,2023-02-02T11:34:37.000Z
6ecc43f1-87f4-4a10-b9b9-4447a5d0bc22,GATE_OUT,2023-02-02T11:36:07.000Z
a8c60645-aef4-4b4e-aefb-65e242536c2f,GATE_OUT,2023-02-02T11:46:48.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,gate_out,2023-02-02T11:56:20.000Z
98ea63ee-bba1-4ea5-8ada-1d0a2dd1f6fd,GATE_IN,2023-02-02T12:05:44.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_OUT,2023-02-02T12:07:02.000Z
b12841ab-ad59-42bc-ad7c-8e9c97cb8fba,gate_in,2023-02-02T12:33:22.000Z
45887b17-5c63-410d-9ae3-e645743c3076,GATE_OUT,2023-02-02T12:33:56.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_OUT,2023-02-02T13:31:28.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_IN,2023-02-02T13:44:37.000Z
a8c60645-aef4-4b4e-aefb-65e242536c2f,GATE_IN,2023-02-02T13:45:37.000Z
a8c60645-aef4-4b4e-aefb-65e242536c2f,GATE_OUT,2023-02-02T13:55:42.000Z
67e4c352-bda1-4289-b0a4-0e25f67af5f2,GATE_OUT,2023-02-02T14:11:04.000Z
abce78a1-f8e6-4e9b-aafe-9786846e089e,GATE_IN,2023-02-02T14:15:44.000Z
6ecc43f1-87f4-4a10-b9b9-4447a5d0bc22,GATE_IN,2023-02-02T14:19:42.000Z
45887b17-5c63-410d-9ae3-e645743c3076,GATE_IN,2023-02-02T14:25:56.000Z
5dafb3b2-22aa-4039-a2f0-3cf711f84177,GATE_OUT,2023-02-02T14:40:04.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_OUT,2023-02-02T14:48:26.000Z
5dafb3b2-22aa-4039-a2f0-3cf711f84177,GATE_IN,2023-02-02T14:58:19.000Z
8ee31b32-9b50-47da-8927-801a62348cb5,GATE_IN,2023-02-02T15:02:14.000Z
2e5d8815-4e59-4302-99c0-6fc9593a2eef,GATE_OUT,2023-02-02T15:04:40.000Z
1fcdd2f5-13ed-4ee8-b4ec-706654e68472,GATE_IN,2023-02-02T15:04:40.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_IN,2023-02-02T15:10:43.000Z
b12841ab-ad59-42bc-ad7c-8e9c97cb8fba,GATE_OUT,2023-02-02T15:19:36.000Z
5dafb3b2-22aa-4039-a2f0-3cf711f84177,GATE_OUT,2023-02-02T16:26:03.000Z
98ea63ee-bba1-4ea5-8ada-1d0a2dd1f6fd,GATE_OUT,2023-02-02T16:35:50.000Z
6ecc43f1-87f4-4a10-b9b9-4447a5d0bc22,GATE_OUT,2023-02-02T16:49:55.000Z
f85a9fe3-1744-4181-b81c-a8f93df57f02,GATE_IN,2023-02-02T16:56:26.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_IN,2023-02-02T17:06:27.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_OUT,2023-02-02T17:09:34.000Z
36ca1a7a-a927-4838-bb36-4fcd974014c9,GATE_IN,2023-02-02T17:20:47.000Z
2c4c1aa0-5dd6-4fc1-b474-6c2ed92dd43c,GATE_IN,2023-02-02T17:21:29.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_OUT,2023-02-02T17:24:31.000Z
b12841ab-ad59-42bc-ad7c-8e9c97cb8fba,gate_in,2023-02-02T17:27:38.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,GATE_IN,2023-02-02T17:28:04.000Z
2c4c1aa0-5dd6-4fc1-b474-6c2ed92dd43c,GATE_OUT,2023-02-02T17:37:37.000Z
a8c60645-aef4-4b4e-aefb-65e242536c2f,gate_in,2023-02-02T17:38:33.000Z
1fcdd2f5-13ed-4ee8-b4ec-706654e68472,GATE_OUT,2023-02-02T17:41:26.000Z
8ee31b32-9b50-47da-8927-801a62348cb5,GATE_OUT,2023-02-02T17:50:01.000Z
1fcdd2f5-13ed-4ee8-b4ec-706654e68472,GATE_IN,2023-02-02T18:00:05.000Z
45887b17-5c63-410d-9ae3-e645743c3076,gate_out,2023-02-02T18:15:19.000Z
0b99d382-ea52-4a1d-8e9e-218933c0d7b8,GATE_OUT,2023-02-02T18:16:07.000Z
0e581334-ccca-4141-9731-ddf544b1c549,GATE_IN,2023-02-02T18:20:02.000Z
495958c6-3d03-43e3-b324-b3191d5c78f1,GATE_IN,2023-02-02T18:21:41.000Z
f85a9fe3-1744-4181-b81c-a8f93df57f02,gate_out,2023-02-02T18:24:21.000Z
oab91046-1831-436d-a41d-da6ba1b2d385,GATE_IN,2023-02-02T18:38:56.000Z
